"sample" "Description" "Cell.Type" "Race" "Family" "Age" "gender"
"GM19152" "INTERNATIONAL HAPMAP PROJECT - YORUBA IN IBADAN, NIGERIA" "B-Lymphocyte" NA "Y072" NA "Female"
"GM19153" "INTERNATIONAL HAPMAP PROJECT - YORUBA IN IBADAN, NIGERIA" "B-Lymphocyte" NA "Y072" NA "Male"
"GM19143" "INTERNATIONAL HAPMAP PROJECT - YORUBA IN IBADAN, NIGERIA" "B-Lymphocyte" NA "Y074" NA "Female"
"GM19144" "INTERNATIONAL HAPMAP PROJECT - YORUBA IN IBADAN, NIGERIA" "B-Lymphocyte" NA "Y074" NA "Male"
"GM19147" "INTERNATIONAL HAPMAP PROJECT - YORUBA IN IBADAN, NIGERIA" "B-Lymphocyte" NA "Y075" NA "Female"
"GM19127" "INTERNATIONAL HAPMAP PROJECT - YORUBA IN IBADAN, NIGERIA" "B-Lymphocyte" NA "Y077" NA "Female"
"GM19128" "INTERNATIONAL HAPMAP PROJECT - YORUBA IN IBADAN, NIGERIA" "B-Lymphocyte" NA "Y077" NA "Male"
"GM19114" "INTERNATIONAL HAPMAP PROJECT - YORUBA IN IBADAN, NIGERIA" "B-Lymphocyte" NA "Y079" NA "Female"
"GM19257" "INTERNATIONAL HAPMAP PROJECT - YORUBA IN IBADAN, NIGERIA" "B-Lymphocyte" NA "Y092" NA "Female"
"GM19130" "INTERNATIONAL HAPMAP PROJECT - YORUBA IN IBADAN, NIGERIA" "B-Lymphocyte" NA "Y101" NA "Male"
"GM19131" "INTERNATIONAL HAPMAP PROJECT - YORUBA IN IBADAN, NIGERIA" "B-Lymphocyte" NA "Y101" NA "Female"
"GM19098" "INTERNATIONAL HAPMAP PROJECT - YORUBA IN IBADAN, NIGERIA" "B-Lymphocyte" NA "Y105" NA "Male"
"GM19099" "INTERNATIONAL HAPMAP PROJECT - YORUBA IN IBADAN, NIGERIA" "B-Lymphocyte" NA "Y105" NA "Female"
"GM19192" "INTERNATIONAL HAPMAP PROJECT - YORUBA IN IBADAN, NIGERIA" "B-Lymphocyte" NA "Y112" NA "Male"
"GM19193" "INTERNATIONAL HAPMAP PROJECT - YORUBA IN IBADAN, NIGERIA" "B-Lymphocyte" NA "Y112" NA "Female"
